,en,ar
89,"but here you are, killing your own, and expelling a group of your own from their homes—conspiring against them in wrongdoing and hostility. and if they come to you as captives, you ransom them, although it was forbidden to you. is it that you believe in part of the scripture, and disbelieve in part? what is the reward for those among you who do that but humiliation in this life? and on the day of resurrection, they will be assigned to the most severe torment. god is not unaware of what you do.",ثُمَّ أَنتُم هٰؤُلاءِ تَقتُلونَ أَنفُسَكُم وَتُخرِجونَ فَريقًا مِنكُم مِن دِيارِهِم تَظاهَرونَ عَلَيهِم بِالإِثمِ وَالعُدوانِ وَإِن يَأتوكُم أُسارىٰ تُفادوهُم وَهُوَ مُحَرَّمٌ عَلَيكُم إِخراجُهُم أَفَتُؤمِنونَ بِبَعضِ الكِتابِ وَتَكفُرونَ بِبَعضٍ فَما جَزاءُ مَن يَفعَلُ ذٰلِكَ مِنكُم إِلّا خِزيٌ فِي الحَياةِ الدُّنيا وَيَومَ القِيامَةِ يُرَدّونَ إِلىٰ أَشَدِّ العَذابِ وَمَا اللَّهُ بِغافِلٍ عَمّا تَعمَلونَ
90,"those are they who bought the present life for the hereafter, so the punishment will not be lightened for them, nor will they be helped.",أُولٰئِكَ الَّذينَ اشتَرَوُا الحَياةَ الدُّنيا بِالآخِرَةِ فَلا يُخَفَّفُ عَنهُمُ العَذابُ وَلا هُم يُنصَرونَ
91,"we gave moses the scripture, and sent a succession of messengers after him. and we gave jesus son of mary the clear proofs, and we supported him with the holy spirit. is it that whenever a messenger comes to you with anything your souls do not desire, you grew arrogant, calling some impostors, and killing others?",وَلَقَد آتَينا موسَى الكِتابَ وَقَفَّينا مِن بَعدِهِ بِالرُّسُلِ وَآتَينا عيسَى ابنَ مَريَمَ البَيِّناتِ وَأَيَّدناهُ بِروحِ القُدُسِ أَفَكُلَّما جاءَكُم رَسولٌ بِما لا تَهوىٰ أَنفُسُكُمُ استَكبَرتُم فَفَريقًا كَذَّبتُم وَفَريقًا تَقتُلونَ
92,"and they said, “our hearts are sealed.” rather, god has cursed them for their ingratitude. they have little faith.",وَقالوا قُلوبُنا غُلفٌ بَل لَعَنَهُمُ اللَّهُ بِكُفرِهِم فَقَليلًا ما يُؤمِنونَ
93,"and when a scripture came to them from god, confirming what they have—although previously they were seeking victory against those who disbelieved—but when there came to them what they recognized, they disbelieved in it. so god’s curse is upon the disbelievers.",وَلَمّا جاءَهُم كِتابٌ مِن عِندِ اللَّهِ مُصَدِّقٌ لِما مَعَهُم وَكانوا مِن قَبلُ يَستَفتِحونَ عَلَى الَّذينَ كَفَروا فَلَمّا جاءَهُم ما عَرَفوا كَفَروا بِهِ فَلَعنَةُ اللَّهِ عَلَى الكافِرينَ
94,"miserable is what they sold their souls for—rejecting what god has revealed, out of resentment that god would send down his grace upon whomever he chooses from among his servants. thus they incurred wrath upon wrath. and there is a demeaning punishment for the disbelievers.",بِئسَمَا اشتَرَوا بِهِ أَنفُسَهُم أَن يَكفُروا بِما أَنزَلَ اللَّهُ بَغيًا أَن يُنَزِّلَ اللَّهُ مِن فَضلِهِ عَلىٰ مَن يَشاءُ مِن عِبادِهِ فَباءوا بِغَضَبٍ عَلىٰ غَضَبٍ وَلِلكافِرينَ عَذابٌ مُهينٌ
95,"and when it is said to them, “believe in what god has revealed,” they say, “we believe in what was revealed to us,” and they reject anything beyond that, although it is the truth which confirms what they have. say, “why did you kill god’s prophets before, if you were believers?”",وَإِذا قيلَ لَهُم آمِنوا بِما أَنزَلَ اللَّهُ قالوا نُؤمِنُ بِما أُنزِلَ عَلَينا وَيَكفُرونَ بِما وَراءَهُ وَهُوَ الحَقُّ مُصَدِّقًا لِما مَعَهُم قُل فَلِمَ تَقتُلونَ أَنبِياءَ اللَّهِ مِن قَبلُ إِن كُنتُم مُؤمِنينَ
96,"moses came to you with clear proofs, yet you adopted the calf in his absence, and you were in the wrong.",وَلَقَد جاءَكُم موسىٰ بِالبَيِّناتِ ثُمَّ اتَّخَذتُمُ العِجلَ مِن بَعدِهِ وَأَنتُم ظالِمونَ
97,"and we made a covenant with you, and raised the mount above you: “take what we have given you firmly, and listen.” they said, “we hear and disobey.” and their hearts became filled with the love of the calf because of their disbelief. say, “wretched is what your faith commands you to do, if you are believers.”",وَإِذ أَخَذنا ميثاقَكُم وَرَفَعنا فَوقَكُمُ الطّورَ خُذوا ما آتَيناكُم بِقُوَّةٍ وَاسمَعوا قالوا سَمِعنا وَعَصَينا وَأُشرِبوا في قُلوبِهِمُ العِجلَ بِكُفرِهِم قُل بِئسَما يَأمُرُكُم بِهِ إيمانُكُم إِن كُنتُم مُؤمِنينَ
98,"say, “if the final home with god is yours alone, to the exclusion of all other people, then wish for death if you are sincere.”",قُل إِن كانَت لَكُمُ الدّارُ الآخِرَةُ عِندَ اللَّهِ خالِصَةً مِن دونِ النّاسِ فَتَمَنَّوُا المَوتَ إِن كُنتُم صادِقينَ
99,"but they will never wish for it, because of what their hands have forwarded. god is aware of the evildoers.",وَلَن يَتَمَنَّوهُ أَبَدًا بِما قَدَّمَت أَيديهِم وَاللَّهُ عَليمٌ بِالظّالِمينَ
100,"you will find them, of all mankind, the most eager for life, even more than the polytheists. every one of them wishes he could live a thousand years; but to be granted a long life will not nudge him from the punishment. god is seeing of what they do.",وَلَتَجِدَنَّهُم أَحرَصَ النّاسِ عَلىٰ حَياةٍ وَمِنَ الَّذينَ أَشرَكوا يَوَدُّ أَحَدُهُم لَو يُعَمَّرُ أَلفَ سَنَةٍ وَما هُوَ بِمُزَحزِحِهِ مِنَ العَذابِ أَن يُعَمَّرَ وَاللَّهُ بَصيرٌ بِما يَعمَلونَ
101,"say, “whoever is hostile to gabriel—it is he who revealed it to your heart by god’s leave, confirming what preceded it, and guidance and good news for the believers.”",قُل مَن كانَ عَدُوًّا لِجِبريلَ فَإِنَّهُ نَزَّلَهُ عَلىٰ قَلبِكَ بِإِذنِ اللَّهِ مُصَدِّقًا لِما بَينَ يَدَيهِ وَهُدًى وَبُشرىٰ لِلمُؤمِنينَ
102,"whoever is hostile to god, and his angels, and his messengers, and gabriel, and michael—god is hostile to the faithless.",مَن كانَ عَدُوًّا لِلَّهِ وَمَلائِكَتِهِ وَرُسُلِهِ وَجِبريلَ وَميكالَ فَإِنَّ اللَّهَ عَدُوٌّ لِلكافِرينَ
103,"we have revealed to you clear signs, and none rejects them except the sinners.",وَلَقَد أَنزَلنا إِلَيكَ آياتٍ بَيِّناتٍ وَما يَكفُرُ بِها إِلَّا الفاسِقونَ
104,"is it not that whenever they make a covenant, some of them toss it aside? in fact, most of them do not believe.",أَوَكُلَّما عاهَدوا عَهدًا نَبَذَهُ فَريقٌ مِنهُم بَل أَكثَرُهُم لا يُؤمِنونَ
105,"and when there came to them a messenger from god, confirming what they had, a faction of those who were given the book threw the book of god behind their backs, as if they do not know.",وَلَمّا جاءَهُم رَسولٌ مِن عِندِ اللَّهِ مُصَدِّقٌ لِما مَعَهُم نَبَذَ فَريقٌ مِنَ الَّذينَ أوتُوا الكِتابَ كِتابَ اللَّهِ وَراءَ ظُهورِهِم كَأَنَّهُم لا يَعلَمونَ
106,"and they followed what the devils taught during the reign of salomon. it was not solomon who disbelieved, but it was the devils who disbelieved. they taught the people witchcraft and what was revealed in babylon to the two angels harut and marut. they did not teach anybody until they had said, “we are a test, so do not lose faith.” but they learned from them the means to cause separation between man and his wife. but they cannot harm anyone except with god's permission. and they learned what would harm them and not benefit them. yet they knew that whoever deals in it will have no share in the hereafter. miserable is what they sold their souls for, if they only knew.",وَاتَّبَعوا ما تَتلُو الشَّياطينُ عَلىٰ مُلكِ سُلَيمانَ وَما كَفَرَ سُلَيمانُ وَلٰكِنَّ الشَّياطينَ كَفَروا يُعَلِّمونَ النّاسَ السِّحرَ وَما أُنزِلَ عَلَى المَلَكَينِ بِبابِلَ هاروتَ وَماروتَ وَما يُعَلِّمانِ مِن أَحَدٍ حَتّىٰ يَقولا إِنَّما نَحنُ فِتنَةٌ فَلا تَكفُر فَيَتَعَلَّمونَ مِنهُما ما يُفَرِّقونَ بِهِ بَينَ المَرءِ وَزَوجِهِ وَما هُم بِضارّينَ بِهِ مِن أَحَدٍ إِلّا بِإِذنِ اللَّهِ وَيَتَعَلَّمونَ ما يَضُرُّهُم وَلا يَنفَعُهُم وَلَقَد عَلِموا لَمَنِ اشتَراهُ ما لَهُ فِي الآخِرَةِ مِن خَلاقٍ وَلَبِئسَ ما شَرَوا بِهِ أَنفُسَهُم لَو كانوا يَعلَمونَ
107,"had they believed and been righteous, the reward from god would have been better, if they only knew.",وَلَو أَنَّهُم آمَنوا وَاتَّقَوا لَمَثوبَةٌ مِن عِندِ اللَّهِ خَيرٌ لَو كانوا يَعلَمونَ
108,"o you who believe! do not say ambiguous words, but say words of respect, and listen. the disbelievers will have a painful torment.",يا أَيُّهَا الَّذينَ آمَنوا لا تَقولوا راعِنا وَقولُوا انظُرنا وَاسمَعوا وَلِلكافِرينَ عَذابٌ أَليمٌ
