,Arabic,English
1515,الْإِسْلَامُ ثَمَانِيَةُ أَسْهُمٍ الْإِسْلَامُ سَهْمٌ وَالصَّلَاةُ سَهْمٌ وَالزَّكَاةُ سَهْمٌ وَحَجُّ الْبَيْتِ سَهْمٌ وَالصِّيَامُ سَهْمٌ وَالْأَمْرُ بِالْمَعْرُوفِ سَهْمٌ وَالنَّهْيُ عَنِ الْمُنْكَرِ سَهْمٌ وَالْجِهَادُ فِي سَبِيلِ اللَّهِ سَهْمٌ وَقَدْ خَابَ مَنْ لَا سَهْمَ لَهُ,"Islam has eight shares: Islam is a share, prayer is a share, charity is a share, Hajj pilgrimage to the House is a share, fasting is a share, enjoining good is a share, forbidding evil is a share, and jihad in the way of Allah is a share. He has failed who has a share of none."
1516,مَنْ أَدَّى زَكَاةَ مَالِهِ فَقَدْ ذَهَبَ عَنْهُ شَرُّهُ,"Whoever pays alms on his wealth, his evil will depart from him."
1517,أَقِيمُوا الصَّلَاةَ وَآتُوا الزَّكَاةَ وَحُجُّوا واعْتَمِرُوا واسْتَقِيمُوا يُسْتَقَمْ بِكُمْ,"Establish prayer, give charity, perform the Hajj and Umrah pilgrimages, and be upright; your affairs will be made upright."
1518,ثَلَاثٌ مَنْ فَعَلَهُنَّ فَقَدْ طَعِمَ طَعْمَ الْإِيمَانِ مَنْ عَبَدَ اللَّهَ وَحْدَهُ وَأَنَّهُ لَا إِلَهَ إِلَّا اللَّهُ وَأَعْطَى زَكَاةَ مَالِهِ طَيِّبَةً بِهَا نَفْسُهُ رَافِدَةً عَلَيْهِ كُلَّ عَامٍ,"Whoever does three deeds will taste the sweetness of faith: one who worships Allah alone, who declares there is no God but Allah, and who gives charity from his wealth each year with a cheerful and earnest soul."
1519,إِذَا أَدَّيْتَ زَكَاةَ مَالِكَ فَقَدْ قَضَيْتَ مَا عَلَيْكَ فِيهِ وَمَنْ جَمَعَ مَالًا حَرَامًا ثُمَّ تَصَدَّقَ بِهِ لَمْ يَكُنْ لَهُ فِيهِ أَجْرٌ وَكَانَ إِصْرُهُ,"If you pay alms on your property, you have fulfilled your obligation. Whoever accumulates wealth unlawfully and then spends it in charity, he will not have a reward and its burden of sin is upon him."
1520,كُلُّ مَالٍ أَدَّيْتَ زَكَاتَهُ وَإِنْ كَانَ تَحْتَ سَبْعِ أَرَضِينَ فَلَيْسَ بِكَنْزٍ وَكُلُّ مَالٍ لَا تُؤَدِّي زَكَاتَهُ فَهُوَ كَنْزٌ وَإِنْ كَانَ ظَاهِرًا عَلَى وَجْهِ الْأَرْضِ,"Every piece of property on which alms is paid, even if it were beneath the seven earths, it will never be buried. Every piece of property on which alms is not paid is buried, even if it were to lie openly on the face of the earth."
1521,الصَّلَاةُ,Prayer.
1522,الزَّكَاةُ,Charity.
1523,بِرُّ الْوَالِدَيْنِ,Righteousness to parents.
1524,الترهيب من السباب واللعن لا سيما لمعين آدمياً كان أو دابة وغيرهما والترهيب من سبّ الدهر,"Discouragement from disparaging and cursing, especially if it is a specific human being, an animal, or anything else, and discouragement of cursing time."
1525,الْمُسْتَبَّانِ مَا قَالَا فَعَلَى الْبَادِئِ مَا لَمْ يَعْتَدِ الْمَظْلُومُ,"If two people exchange harsh words, it is against the instigator as long as the one wronged does not transgress."
1526,مِنْ الْكَبَائِرِ السَّبَّتَانِ بِالسَّبَّةِ,Among major sins is to insult twice in response to one insult.
1527,سِبَابُ الْمُسْلِمِ فُسُوقٌ وَقِتَالُهُ كُفْرٌ,"Disparaging a Muslim is an act of wickedness, and fighting him is an act of unbelief."
1528,سِبَابُ الْمُؤْمِنِ كَالْمُشْرِفِ عَلَى الْهَلَكَةِ,Cursing a believer is like being on the brink of destruction.
1529,الْمُسْتَبَّانِ شَيْطَانَانِ يَتَهَاتَرَانِ وَيَتَكَاذَبَانِ,Two people who insult each other are like two devils accusing and denouncing each other.
1530,إِنْ امْرُؤٌ شَتَمَكَ وَعَيَّرَكَ بِمَا يَعْلَمُ فِيكَ فَلَا تُعَيِّرْهُ بِمَا تَعْلَمُ فِيهِ فَإِنَّمَا وَبَالُ ذَلِكَ عَلَيْهِ,"If a man insults you and disparages you for what he knows about you, do not disparage him for what you know about him. Verily, the penalty will only be against him."
1531,فَيَكُونَ لَكَ أَجْرُهُ وَعَلَيْهِ إِثْمُهُ وَلَا تَشْتُمَنَّ أَحَدًا,"You will have his reward and he will have your sin. Thus, do not insult anyone."
1532,إِنَّ مِنْ أَكْبَرِ الْكَبَائِرِ أَنْ يَلْعَنَ الرَّجُلُ وَالِدَيْهِ,"Verily, one of the major sins is that a man curses his own parents."
1533,يَسُبُّ الرَّجُلُ أَبَا الرَّجُلِ فَيَسُبُّ أَبَاهُ وَيَسُبُّ أُمَّهُ,He insults the father of another man and then that man insults his father and his mother.
1534,لَا يَنْبَغِي لِصِدِّيقٍ أَنْ يَكُونَ لَعَّانًا,It is not befitting the truthful that they are in the habit of cursing others.
1535,لا يَجْتَمعُ أنْ تكونوا لعَّانِينَ صِدِّيقينَ,You cannot be both in the habit of cursing and truthful.
1536,يَا أَبَا بَكْرٍ اللَّعَّانِينَ وَالصِّدِّيقِينَ‏ كَلاَّ وَرَبِّ الْكَعْبَةِ,"O Abu Bakr! Those who curse, or those who are true? No, by the Lord of the Ka’bah!"
1537,لا أَعُودُ,Do not do it again.
1538,لَا يَكُونُ اللَّعَّانُونَ شُفَعَاءَ وَلَا شُهَدَاءَ يَوْمَ الْقِيَامَةِ,Those in the habit of cursing others will not be intercessors or witnesses on the Day of Resurrection.
1539,لَيْسَ الْمُؤْمِنُ بِالطَّعَّانِ وَلَا اللَّعَّانِ وَلَا الْفَاحِشِ وَلَا الْبَذِيءِ,"The believer does not insult others, he does not curse others, he is not vulgar, and he is not shameless."
1540,لَا يَكُونُ الْمُؤْمِنُ لَعَّانًا,The believer is not in the habit of cursing.
1541,لَا يَنْبَغِي لِلْمُؤْمِنِ أَنْ يَكُونَ لَعَّانًا,It is not befitting a believer to be in the habit of cursing.
1542,أُوصِيكَ أَنْ لا تَكُونَ لَعَّانًا,I advise you not to be in the habit cursing.
1543,لَا تَلَاعَنُوا بِلَعْنَةِ اللَّهِ وَلَا بِغَضَبِهِ وَلَا بِالنَّارِ,"Do not curse each other with the curse of Allah, nor his wrath, nor the Hellfire."
1544, لَعْنُ الْمُؤْمِنِ كَقَتْلِهِ وَمَنْ رَمَى مُؤْمِنًا بِكُفْرٍ فَهُوَ كَقَتْلِهِ,"Cursing a believer is like killing him, and accusing a believer of unbelief is like killing him."
1545,كُنَّا إِذَا رَأَيْنَا الرَّجُلَ يَلْعَنُ أَخَاهُ رَأَيْنَا أَنَّهُ قَدْ أَتَى بَابًا مِنَ الْكَبَائِرِ,"If we saw a man curse his brother, we considered it as if he had come to a door of mortal sin."
1546,إِنَّ الْعَبْدَ إِذَا لَعَنَ شَيْئًا صَعِدَتْ اللَّعْنَةُ إِلَى السَّمَاءِ فَتُغْلَقُ أَبْوَابُ السَّمَاءِ دُونَهَا ثُمَّ تَهْبِطُ إِلَى الْأَرْضِ فَتُغْلَقُ أَبْوَابُهَا دُونَهَا ثُمَّ تَأْخُذُ يَمِينًا وَشِمَالًا فَإِذَا لَمْ تَجِدْ مَسَاغًا رَجَعَتْ إِلَى الَّذِي لُعِنَ فَإِنْ كَانَ لِذَلِكَ أَهْلًا وَإِلَّا رَجَعَتْ إِلَى قَائِلِهَا,"Verily, when a servant curses something, the curse rises to the heaven and the gates of heaven close upon it. It turns right and left and if it does not find a place to go, it will return to that which was cursed, only if it deserved to be curse; otherwise the curse will return upon the one who made it."
1547,إِذَا وُجِّهَتْ اللَّعْنَةُ تَوَجَّهَتْ إِلَى مَنْ وُجِّهَتْ إِلَيْهِ فَإِنْ وَجَدَتْ فِيهِ مَسْلَكًا وَوَجَدَتْ سَبِيلًا حَلَّتْ بِهِ وَإِلَّا جَاءَتْ إِلَى رَبِّهَا فَقَالَتْ يَا رَبِّ إِنَّ فُلَانًا وَجَّهَنِي إِلَى فُلَانٍ وَإِنِّي لَمْ أَجِدْ عَلَيْهِ سَبِيلًا وَلَمْ أَجِدْ فِيهِ مَسْلَكًا فَمَا تَأْمُرُنِي فَقَالَ ارْجِعِي مِنْ حَيْثُ جِئْتِ,"When a curse is uttered, it is directed to the one for whom it was uttered. If it finds a path and a way, it is allowed to proceed. Otherwise, it returns to its Lord and it says: O Lord, such a person directed me to another but I did not find a way and a path, so what do you command? Allah will say: Return from where you came."
1548,خُذُوا مَا عَلَيْهَا وَدَعُوهَا فَإِنَّهَا مَلْعُونَةٌ,"Unload the camel and set it free, for it has been cursed."
1549,يَا عَبْدَ اللَّهِ لا تَسِرْ مَعَنَا عَلَى بَعِيرٍ مَلْعُونٍ,"O servant of Allah, do not ride with us upon a cursed camel."
1550,أَيْنَ صَاحِبُ النَّاقَةِ,Where is the owner of the she-camel?
1551,أَخِّرْهَا فَقَدْ أُجِبْتَ فِيهَا,"Leave her behind, for your curse has been answered."
1552,لَا تَسُبُّوا الدِّيكَ فَإِنَّهُ يُوقِظُ لِلصَّلَاةِ,"Do not disparage the rooster, as it wakes you up for prayer."
1553,لَا تَلْعَنْ الرِّيحَ فَإِنَّهَا مَأْمُورَةٌ وَإِنَّهُ مَنْ لَعَنَ شَيْئًا لَيْسَ لَهُ بِأَهْلٍ رَجَعَتْ اللَّعْنَةُ عَلَيْهِ,"Do not curse the wind, for it only acts as it was commanded. Verily, whoever curses anything that does not deserve it, the curse will backfire against him."
1554,قَالَ اللَّهُ عَزَّ وَجَلَّ يُؤْذِينِي ابْنُ آدَمَ يَسُبُّ الدَّهْرَ وَأَنَا الدَّهْرُ بِيَدِي الْأَمْرُ أُقَلِّبُ اللَّيْلَ وَالنَّهَارَ,"Allah Almighty said: The son of Adam curses me. He curses time and I am time, for in my hand are the night and day."
1555,فَاسْتِنَانٌ بِفَارِسَ وَالرُّومِ لا تُحْمَلْ إِلَيَّ رَأْسٌ فَإِنَّمَا يَكْفِي الْكِتَابُ وَالْخَبَرُ,"So you follow the way of the Persians and Romans? Rather, do not come to me with a severed head. It is sufficient for you to write and inform me."
1556,لَمْ تُحْمَلْ إِلَى رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ رَأْسٌ قَطُّ وَلا يَوْمَ بَدْرٍ وَحُمِلَ إِلَى أَبِي بَكْرٍ رَضِيَ اللَّهُ عَنْهُ رَأْسٌ فَأَنْكَرَهُ وَأَوَّلُ مَنْ حُمِلَتْ إِلَيْهِ الرُّءُوسُ عَبْدُ اللَّهِ بْنُ الزُّبَيْرِ,"A severed head was never presented to the Messenger of Allah, peace and blessings be upon him, and neither was it on the day of Badr. A severed head was presented to Abu Bakr, may Allah be pleased with him, and he condemned it. The first to accept the presentation of severed heads was Abdullah ibn Az-Zubair."
1557,يَسِّرَا وَلَا تُعَسِّرَا وَبَشِّرَا وَلَا تُنَفِّرَا وَتَطَاوَعَا وَلَا تَخْتَلِفَا,Make things easy and do not make things difficult. Give glad tidings and do not repel people. Cooperate with each other and do not become divided.
1558,ۖ وَلْيَشْهَدْ عَذَابَهُمَا طَائِفَةٌ مِّنَ الْمُؤْمِنِينَ,And let a group of the believers witness their punishment.
1559,الترغيب في الأذان وما جاء في فضله‎,Encouragement to perform the call to prayer and its virtues
1560,لَوْ يَعْلَمُ النَّاسُ مَا فِي النِّدَاءِ وَالصَّفِّ الْأَوَّلِ ثُمَّ لَمْ يَجِدُوا إِلَّا أَنْ يَسْتَهِمُوا عَلَيْهِ لَاسْتَهَمُوا وَلَوْ يَعْلَمُونَ مَا فِي التَّهْجِيرِ لَاسْتَبَقُوا إِلَيْهِ وَلَوْ يَعْلَمُونَ مَا فِي الْعَتَمَةِ وَالصُّبْحِ لَأَتَوْهُمَا وَلَوْ حَبْوًا,"If people knew the virtues in the call to prayer and the first row of prayer and that they could not get it but by drawing lots, they would surely draw lots. If they knew the virtue in joining prayer at the beginning of its time, they would race to it. If they knew the virtue in prayer at evening and at dawn, they would surely come even if they had to crawl."
