,text
171,فقال إبراهيم: يا أمير المؤمنين، حائط عبد الملك بن مروان وعينه الخرارة بالمدينة قال: فدارت عيناه في رأسه، حتى صارتا كأنهما جمرتان، ثم قال: يا ابن اللخناء! أردت أن تسمع العامة أنك أطربتني، وأني حكمتك فأقطعتك! أما والله، لولا بادرة جهلك التي غلبت على صحيح عقلك وفكرك، لضربت الذي فيه عيناك! ثم سكت هنيهةً.
172,قال إبراهيم: فرأيت ملك الموت قائماً بيني وبينه ينتظر أمره.
173,ثم دعا إبراهيم الحراني، فقال: خذ بيد هذا الجاهل، فأدخله بيت المال، فليأخذ منه ما شاء!.
174,فأخذ الحراني بيدي، حتى دخل بي بيت المال.
175,فقال: كم تأخذ؟
176,فقلت: مائة بدرة.
177,فقال: دعني أؤامره.
178,قلت: فآخذ تسعين.
179,قال: حتى أؤامره.
180,قلت: فثمانين.
181,قال: لا.
182,فأبى إلا أن يؤامره، فعرفت غرضه، فقلت له: آخذ سبعين لي، ولك ثلاثون.
183,قال: شأنك.
184,قال: فانصرف بسبعمائة ألف، وانصرف ملك الموت عن الدار.
185,قال: وكان الرشيد في أخلاق أبي جعفر المنصور، يمتثلها كلها إلا في العطايا والصلات والخلع.
186,فإنه كان يقفو فعل أبي العباس والمهدي.
187,ومن خبرك أنه رآه قط وهو يشرب إلا الماء، فكذبه.
188,وكان لا يحضر شربه إلا خاص جواريه، وربما طرب للغناء، فتحرك حركةً بين الحركتين في القلة والكثرة.
189,وهو، من بين خلفاء بني العباس، من جعل للمغنين مراتب وطبقات، على نحو ما وضعهم أردشير بن بابك وأنوشروان.
190,فكان إبراهيم الموصلي، واسماعيل أبو القاسم بن جامع، وزلزل منصور الضارب في الطبقة الأولى وكان زلزل يضرب، ويغني هذان عليه.
191,والطبقة الثانية: سليم بن سلام أبو عبيد الله الكوفي، وعمرو الغزال ومن أشبههما.
192,والطبقة الثالثة: أصحاب المعازف والونج والطنابير.
193,وعلى قدر ذلك كانت تخرج جوائزهم وصلاتهم.
194,وكان إذا وصل واحداً من الطبقة الأولى بالمال الكثير الخطير، جعل لصاحبه اللذين معه في الطبقة، نصيباً منه، وجعل للطبقتين اللتين تليانه منه أيضاً نصيباً.
195,وإذا وصل أحداً من الطبقتين الأخريين بصلة، لم يقبل واحد من الطبقة العالية منه درهماً، ولا يجتريء أن يعرض ذلك عليه.
196,قال: فسأل الرشيد يوماً برصوما الزامر، فقال له: يا إسحق! ما تقول في ابن جامع؟
197,فحرك رأسه، وقال: خمر قطربل، يعقل الرجل، ويذهب العقل.
198,قال: فما تقول في إبراهيم الموصلي؟
199,قال: بستان فيه خوخ وكمثرى وتفاح وشوك وخرنوب.
200,قال: فما تقول في سليم بن سلام؟
201,فقال: ما أحسن خضابه! قال: فما تقول في عمرو الغزال؟
202,قال: ما أحسن بنانه! قال: وكان منصور زلزل من أحسن وأحذق من برأ الله بالجس؛ فكان إذا جس العود، فلو سمعه الأحنف ومن تحالم في دهره كله، لم يملك نفسه حتى يطرب.
203,قال إبراهيم: فغنيت، يوماً، على ضربه، فخطأني.
204,فقلت لصاحب الستارة: هو، والله، اخطأ!.
205,قال: فرفع الستارة، ثم قال: يقول لك أمير المؤمنين: أنت، والله، أخطأت!.
206,فحمي زلزل، وقال: يا إبراهيم، تخطئني؟
207,فوالله ما فتح أحد من المغنين فاه بغير لفظٍ إلا عرفت غرضه! فكيف أخطيء، وهذه حالي؟
208,فأداها صاحب الستارة، فقال الرشيد: قل له: صدقت! أنت كما وصفت نفسك، وكذب إبراهيم وأخطأ.
209,قال إبراهيم: فغمني ذلك، فقلت لصاحب الستارة: أبلغ أمير المؤمنين، سيدي ومولاي، أن بفارس رجلاً يقال له سنيد، لم يخلق لله أضرب منه بعود، ولا أحسن مجساً، وغن بعث إليه أمير المؤمنين فحمله، عرف فضله، وتغنيت على ضربه.
210,فغن زلزلاً يكايدني مكايدة القصاص والقرادين.
211,قال: فوجه الرشيد إلى الفارسي، فحمل على البريد، فأقلق ذلك زلزلاً وغمه.
212,فلما قدم بالفارسي، أحضرنا، وأخذنا مجالسنا، وجاؤوا بالعيدان قد سويت.
213,وكذلك كان يفعل في مجلس الخلافة، ليس يدفع إلى أحدٍ عوده، فيحتاج إلى أن يحركه، لأنها قد سويت وعلقت مثالثها مشاكلةً للزيرة على الدقة والغلظ.
214,قال: فلما وضع عود الفارسي في يديه، نظر إليه منصور زلزل فأسفر وجهه، وأشرق لونه، فضرب وتغنى عليه إبراهيم.
215,ثم قال صاحب الستارة لزلزل: يا منصور، إضرب.
216,قال: فلما جس العود، ما تمالك الفارسي أن وثب من مجلسه بغير إذن، حتى قبل رأس زلزلٍ وأطرافه، وقال: مثلك، جعلت فداك لايمتهن ويستعمل.
217,مثلك يعبد.
218,فعجب الرشيد من قوله، وعرف فضيلة زلزل على الفارسي، فأمر له بصلةٍ، ورده إلى بلده.
219,وكان منصور زلزل من أسخى الناس وأكرمهم؛ نزل بين ظهراني قومٍ، وقد كان يحل لهم اخذ الزكاة.
220,فما مات حتى وجبت عليهم الزكاة.
221,وكان إسحق برصوما في الطبقة الثانية.
222,قال: فطرب الرشيد يوماً لزمره، فقال له صاحب الستارة: يا إسحق! أزمر على غناء ابن جامع.
223,قال: لا أفعل.
224,قال: يقول لك أمير المؤمنين، ولا تفعل؟
225,قال: إن كنت أزمر على الطبقة العالية، رفعت إليها.
226,فأما أن أكون في الطبقة الثانية، وأزمر على الأولى، فلا أفعل.
227,فقال الرشيد لصاحب الستارة: ارفعه إلى الطبقة الأولى؛ فإذا قمت، فادفع البساط الذي في مجلسهم إليه.
228,فرفع إسحق إلى الطبقة العالية، وأخذ البساط، وكان يساوي ألفي دينار.
229,فلما حمله إلى منزله، استبشرت به أمه وأخواته، وكانت أمه نبطية لكناء.
230,فخرج برصوما عن منزله لبعض حوائجه، وجاء نساء جيرانه يهنئن أمه بما خص به، دون أصحابه، ويدعون لها.
231,فأخذت سكيناً، وجعلت تقطع لكل من دخل عليها قطعة من البساط، حتى أتت على أكثره.
232,فجاء برصوما، فإذا البساط قد تقسم بالسكاكين.
233,فقال: ويلك ما صنعت؟
234,قالت: لم أدر، ظننت أنه كذا يقسم فحدث الرشيد بذلك، فضحك، ووهب له آخر.
235,وزعم سعيد بن وهب أن إبراهيم الموصلي غنى أمير المؤمنين هارون صوتاً، فكاد يطير طرباً، فاستعاده عامة ليله، وقال: ما رأيت صوتاً يجمع السخاء والطرب وجودة الصنعة والسخف غير هذا الصوت! فأقبل إبراهيم، فقال: يا أمير المؤمنين! لو وهب لك إنسان مائة ألف درهم، أو لو وجدت مائة ألف درهم مطروحةً، كنت أسر بها أو بهذا الصوت؟
236,قال: والله، لأنا أسر بهذا الصوت مني بألف ألف، ألف ألف.
237,قال: فلو فقدت من بيت مالك مائة ألف كان أشد عليك، أو لو فقدت هذا الصوت وفاتك هذا السرور؟
238,قال: بل ألف ألف، وألف ألف أهون علي.
239,قال: فلم لا تهب مائة ألف أو مائتي ألف لمن أتاك بشيءٍ فقد ألفي ألفٍ أهون عليك منه؟
240,فأمر له بمائتي ألف درهم.
241,[الخليفة الأمين] قلت لإسحق: فالمخلوع، أين كان ممن ذكرت؟
242,قال: ما كان أعجب أمره كله! فأما تبذله، فما كان يبالي أين قعد، ومع من قعد.
243,وكان، لو كان بينه وبين ندمائه مائة حجاب، خرقها كلها، وألقاها عن وجهه، حتى يقعد حيث قعدوا.
